Movie_Title,MPAA,Distributor,Genre,Rotten_Tomatoes_Rating
Johnny English,PG,Universal,Comedy,33.0
Jeepers Creepers II,R,MGM,Horror,0.0
The Assassination of Jesse James by the Coward Robert Ford,R,Warner Bros.,Western,75.0
Johnson Family Vacation,PG-13,Fox Searchlight,Comedy,6.0
Jersey Girl,PG-13,Miramax,Comedy,40.0
The Jimmy Show,R,0,0,40.0
Jindabyne,R,Sony Pictures Classics,Drama,0.0
Jackpot,R,0,Drama,29.0
Just Like Heaven,PG-13,Dreamworks SKG,Romantic Comedy,57.0
Just My Luck,PG-13,20th Century Fox,Romantic Comedy,13.0
The Messenger: The Story of Joan of Arc,R,Sony Pictures,Drama,31.0
The Jungle Book 2,G,Walt Disney Pictures,Adventure,19.0
Joe Somebody,PG,20th Century Fox,Comedy,19.0
Jonah Hex,PG-13,Warner Bros.,Action,13.0
John Q,PG-13,New Line,Drama,22.0
Jonah: A VeggieTales Movie,G,Artisan,Adventure,0.0
The Joneses,R,Roadside Attractions,0,0.0
Josie and the Pussycats,PG-13,Universal,Comedy,53.0
Joy Ride,R,20th Century Fox,Thriller/Suspense,0.0
Jerry Maguire,R,Sony Pictures,Romantic Comedy,84.0
Jay and Silent Bob Strike Back,R,Miramax/Dimension,Comedy,53.0
Jesus' Son,R,Lionsgate,Drama,0.0
Being Julia,R,Sony Pictures,Drama,76.0
Julie & Julia,PG-13,Sony Pictures,Comedy,75.0
Jumper,PG-13,20th Century Fox,Adventure,17.0
Junebug,R,Sony Pictures Classics,Drama,86.0
Juno,PG-13,Fox Searchlight,Comedy,93.0
Jurassic Park 3,PG-13,Universal,Action,0.0
Just Looking,R,0,0,0.0
Just Married,PG-13,20th Century Fox,Romantic Comedy,20.0
Juwanna Man,PG-13,Warner Bros.,Comedy,0.0
Freddy vs. Jason,R,New Line,Horror,41.0
K-19: The Widowmaker,PG-13,Paramount Pictures,Action,61.0
Kate and Leopold,PG-13,Miramax,Romantic Comedy,0.0
Kama Sutra,R,Trimark,Drama,0.0
Kangaroo Jack,PG,Warner Bros.,Comedy,0.0
Kick-Ass,R,Lionsgate,Action,75.0
The Original Kings of Comedy,R,Paramount Pictures,Concert/Performance,86.0
Kiss of the Dragon,R,20th Century Fox,Action,51.0
Kung Fu Hustle,R,Sony Pictures Classics,Action,89.0
The Karate Kid,PG,Sony Pictures,Adventure,67.0
The Kentucky Fried Movie,0,United Film Distribution Co.,Comedy,77.0
Kicking and Screaming,PG,Universal,Comedy,0.0
Kill Bill: Volume 2,R,Miramax,Action,0.0
Kill Bill: Volume 1,R,Miramax,Action,85.0
Kingdom Come,PG,Fox Searchlight,Comedy,28.0
Kingdom of Heaven,R,20th Century Fox,Adventure,39.0
Kinsey,R,Fox Searchlight,Drama,90.0
Kissing Jessica Stein,R,Fox Searchlight,Romantic Comedy,0.0
Kiss the Girls,R,Paramount Pictures,Thriller/Suspense,32.0
King Kong,PG-13,Universal,Adventure,83.0
Knocked Up,R,Universal,Romantic Comedy,90.0
Knight and Day,PG-13,20th Century Fox,Action,0.0
The Kingdom,R,Universal,Action,51.0
Black Knight,PG-13,20th Century Fox,Comedy,13.0
Knockaround Guys,R,New Line,Drama,0.0
Knowing,PG-13,Summit Entertainment,Thriller/Suspense,32.0
Knock Off,R,Sony Pictures,Action,8.0
K-PAX,PG-13,Universal,Drama,40.0
Christmas with the Kranks,PG,Sony Pictures,Comedy,5.0
King's Ransom,PG-13,New Line,Comedy,2.0
"Kiss Kiss, Bang Bang",R,Warner Bros.,Comedy,83.0
A Knight's Tale,PG-13,Sony Pictures,Adventure,58.0
The Kite Runner,PG-13,Paramount Vantage,Drama,66.0
Kundun,PG-13,Walt Disney Pictures,Drama,76.0
Kung Pow: Enter the Fist,PG-13,20th Century Fox,Comedy,0.0
L.A. Confidential,R,Warner Bros.,Drama,99.0
Law Abiding Citizen,R,Overture Films,Thriller/Suspense,25.0
Ladder 49,PG-13,Walt Disney Pictures,Action,40.0
The Ladykillers,R,Walt Disney Pictures,Comedy,54.0
Lady in the Water,PG-13,Warner Bros.,Drama,24.0
The Lake House,PG,Warner Bros.,Drama,36.0
Lakeview Terrace,PG-13,Sony/Screen Gems,Thriller/Suspense,46.0
The Ladies Man,R,Paramount Pictures,Comedy,11.0
Land of the Lost,PG-13,Universal,Comedy,26.0
Changing Lanes,R,Paramount Pictures,Thriller/Suspense,77.0
Lars and the Real Girl,PG-13,MGM,Comedy,81.0
L'auberge espagnole,R,Fox Searchlight,Comedy,0.0
Laws of Attraction,PG-13,New Line,Romantic Comedy,18.0
Little Black Book,PG-13,Sony Pictures,Romantic Comedy,21.0
Layer Cake,R,Sony Pictures Classics,Thriller/Suspense,0.0
Larry the Cable Guy: Health Inspector,PG-13,Lionsgate,Comedy,6.0
Little Children,R,New Line,Drama,79.0
Save the Last Dance,PG-13,Paramount Pictures,Drama,53.0
George A. Romero's Land of the Dead,R,Universal,Horror,0.0
Left Behind,PG-13,Cloud Ten Pictures,Drama,0.0
Legion,R,Sony Pictures,Thriller/Suspense,19.0
I am Legend,PG-13,Warner Bros.,Horror,69.0
Leatherheads,PG-13,Universal,Romantic Comedy,52.0
Life Before Her Eyes,R,Magnolia Pictures,Drama,0.0
Letters from Iwo Jima,R,Warner Bros.,Drama,91.0
"Life, or Something Like It",PG-13,20th Century Fox,Romantic Comedy,0.0
Last Holiday,PG-13,Paramount Pictures,Comedy,54.0
The Hurricane,R,Universal,Drama,83.0
Liar Liar,PG-13,Universal,Comedy,82.0
Equilibrium,R,Miramax/Dimension,Action,37.0
Chasing Liberty,PG-13,Warner Bros.,Romantic Comedy,19.0
The Libertine,R,Weinstein Co.,Drama,0.0
L.I.E.,Open,Lot 47 Films,Drama,83.0
The Life Aquatic with Steve Zissou,R,Walt Disney Pictures,Comedy,53.0
The Life of David Gale,R,Universal,Thriller/Suspense,20.0
Life,R,Universal,Comedy,50.0
Like Mike,PG,20th Century Fox,Comedy,56.0
Lilo & Stitch,PG,Walt Disney Pictures,Adventure,0.0
Limbo,R,Sony Pictures,Drama,0.0
Light It Up,R,20th Century Fox,Drama,38.0
Living Out Loud,R,New Line,Drama,58.0
The Lizzie McGuire Movie,PG,Walt Disney Pictures,Comedy,40.0
Letters to Juliet,PG,Summit Entertainment,Drama,42.0
Lucky Break,PG-13,Paramount Pictures,0,0.0
The Last King of Scotland,R,Fox Searchlight,Drama,87.0
Lolita,R,MGM,Drama,0.0
Love Lisa,R,0,Drama,0.0
Little Miss Sunshine,R,Fox Searchlight,Comedy,91.0
In the Land of Women,PG-13,Warner Bros.,Comedy,44.0
Lions for Lambs,R,United Artists,Drama,27.0
London,R,IDP/Goldwyn/Roadside,Drama,0.0
How to Lose a Guy in 10 Days,PG-13,Paramount Pictures,Romantic Comedy,43.0
Loser,R,Sony Pictures,Romantic Comedy,25.0
The Losers,PG-13,Warner Bros.,Action,48.0
The Lost City,R,Magnolia Pictures,Drama,0.0
Lost In Space,PG-13,New Line,Adventure,26.0
Lost and Found,PG-13,Warner Bros.,Romantic Comedy,13.0
Lottery Ticket,PG-13,Warner Bros.,Comedy,32.0
Love and Basketball,PG-13,New Line,Drama,81.0
Love Jones,R,New Line,Drama,67.0
The Love Letter,PG-13,Dreamworks SKG,Romantic Comedy,33.0
Lovely and Amazing,R,Lionsgate,Drama,0.0
The Lord of the Rings: The Two Towers,PG-13,New Line,Adventure,0.0
The Lord of the Rings: The Return of the King,PG-13,New Line,Adventure,0.0
The Lord of the Rings: The Fellowship of the Ring,PG-13,New Line,Adventure,0.0
Lord of War,R,Lionsgate,Action,61.0
"Lock, Stock and Two Smoking Barrels",R,Gramercy,Black Comedy,0.0
The Last Shot,R,Walt Disney Pictures,Comedy,60.0
Lonesome Jim,R,IFC Films,Comedy,0.0
The Last Legion,PG-13,Weinstein/Dimension,Action,17.0
The Last Samurai,R,Warner Bros.,Action,65.0
The Last Sin Eater,PG-13,20th Century Fox,Drama,19.0
The Last Song,PG,Walt Disney Pictures,Drama,19.0
Love Stinks,R,Independent Artists,Comedy,19.0
Lost in Translation,R,Focus Features,Drama,94.0
Last Orders,R,Sony Pictures Classics,Drama,0.0
Lost Souls,R,New Line,Thriller/Suspense,7.0
The Last Station,R,Sony Pictures Classics,Drama,0.0
The Lost World: Jurassic Park,PG-13,Universal,Action,0.0
License to Wed,PG,Warner Bros.,Romantic Comedy,7.0
Looney Tunes: Back in Action,PG,Warner Bros.,Comedy,57.0
Letters to God,PG,Vivendi Entertainment,Drama,0.0
Lethal Weapon 4,R,Warner Bros.,Action,54.0
Little Man,PG-13,Sony Pictures,Comedy,12.0
The Lucky Ones,R,Lionsgate,Drama,36.0
Lucky You,PG-13,Warner Bros.,Drama,28.0
Luminarias,R,0,Comedy,0.0
Se jie,NC-17,Focus Features,Drama,0.0
Luther,PG-13,RS Entertainment,Drama,44.0
Love Actually,R,Universal,Romantic Comedy,63.0
The Little Vampire,PG,New Line,Comedy,53.0
The Lovely Bones,PG-13,Paramount Pictures,Drama,32.0
Herbie: Fully Loaded,G,Walt Disney Pictures,Comedy,42.0
For Love of the Game,PG-13,Universal,Drama,64.0
Leaves of Grass,R,0,Black Comedy,50.0
Love Happens,PG-13,Universal,Drama,17.0
Just Visiting,PG-13,Walt Disney Pictures,Comedy,33.0
Das Leben der Anderen,R,Sony Pictures Classics,Drama,0.0
Love Ranch,R,0,Drama,13.0
La MÙme,PG-13,Picturehouse,Drama,0.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Walt Disney Pictures,Adventure,76.0
The Longest Yard,PG-13,Paramount Pictures,Comedy,31.0
Mad City,PG-13,Warner Bros.,Drama,37.0
Made,R,Artisan,Comedy,70.0
Madagascar: Escape 2 Africa,PG,Paramount Pictures,Comedy,64.0
Madagascar,PG,Dreamworks SKG,Adventure,55.0
Mad Hot Ballroom,PG,Paramount Vantage,Documentary,83.0
Madison,PG,MGM,Drama,0.0
Jane Austen's Mafia,PG-13,Walt Disney Pictures,Comedy,0.0
Paul Blart: Mall Cop,PG,Sony Pictures,Comedy,35.0
A Man Apart,R,New Line,Action,11.0
Man on Fire,R,20th Century Fox,Thriller/Suspense,38.0
Man of the House,PG-13,Sony Pictures,Comedy,8.0
Man on the Moon,R,Universal,Drama,62.0
The Man Who Knew Too Little,PG,Warner Bros.,Comedy,40.0
Marci X,R,Paramount Pictures,Comedy,10.0
Married Life,PG-13,Sony Pictures Classics,Drama,0.0
The Marine,PG-13,20th Century Fox,Action,20.0
Son of the Mask,PG,New Line,Comedy,6.0
The Matador,R,Weinstein Co.,Thriller/Suspense,76.0
The Matrix,R,Warner Bros.,Action,86.0
Max Keeble's Big Move,PG,Walt Disney Pictures,Comedy,26.0
May,R,0,0,0.0
Murderball,PG-13,ThinkFilm,Documentary,98.0
Vicky Cristina Barcelona,PG-13,MGM,Comedy,82.0
My Big Fat Greek Wedding,PG,IFC Films,Romantic Comedy,75.0
My Best Friend's Girl,R,Lionsgate,Comedy,15.0
Monkeybone,PG-13,20th Century Fox,Comedy,20.0
Meet the Browns,PG-13,Lionsgate,Comedy,30.0
My Bloody Valentine,R,Lionsgate,Horror,0.0
Wu ji,PG-13,Warner Independent,Action,0.0
McHale's Navy,PG,Universal,Comedy,3.0
The Martian Child,PG,New Line,Drama,0.0
The Manchurian Candidate,R,Paramount Pictures,Thriller/Suspense,81.0
Mickey Blue Eyes,PG-13,Warner Bros.,Comedy,44.0
Michael Clayton,R,Warner Bros.,Drama,90.0
Master and Commander: The Far Side of the World,PG-13,20th Century Fox,Adventure,85.0
Nanny McPhee and the Big Bang,PG,Universal,Adventure,0.0
Nanny McPhee,PG,Universal,Comedy,73.0
Mean Creek,R,Paramount Vantage,Drama,0.0
The Medallion,PG-13,Sony Pictures,Comedy,18.0
Meet Dave,PG,20th Century Fox,Comedy,19.0
Million Dollar Baby,PG-13,Warner Bros.,Drama,91.0
Madea Goes To Jail,PG-13,Lionsgate,Comedy,26.0
Made of Honor,PG-13,Sony Pictures,Romantic Comedy,14.0
Mean Girls,PG-13,Paramount Pictures,Comedy,83.0
Mean Machine,R,0,0,0.0
Meet the Deedles,PG,Walt Disney Pictures,Comedy,4.0
"Me, Myself & Irene",R,20th Century Fox,Romantic Comedy,48.0
Memoirs of a Geisha,PG-13,Sony Pictures,Drama,36.0
Men in Black,PG-13,Sony Pictures,Adventure,91.0
Men of Honor,R,20th Century Fox,Drama,41.0
Memento,R,Newmarket Films,Drama,0.0
Mercury Rising,R,Universal,Thriller/Suspense,17.0
Mercy Streets,PG-13,0,Drama,14.0
Joyeux NoÎl,PG-13,Sony Pictures Classics,Drama,0.0
Message in a Bottle,PG-13,Warner Bros.,Drama,31.0
Meet Joe Black,PG-13,Universal,Drama,50.0
Maria Full of Grace,R,New Line,Drama,0.0
Megiddo: Omega Code 2,PG-13,8X Entertainment,Action,11.0
Magnolia,R,New Line,Drama,83.0
The Men Who Stare at Goats,R,Overture Films,Black Comedy,53.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School,PG-13,IDP/Goldwyn/Roadside,Musical,0.0
Men in Black 2,PG-13,Sony Pictures,Action,0.0
Micmacs,R,Sony Pictures Classics,0,0.0
The House of Mirth,PG,Sony Pictures Classics,Drama,81.0
Miss Congeniality 2: Armed and Fabulous,PG-13,Warner Bros.,Comedy,0.0
Mission: Impossible 2,PG-13,Paramount Pictures,Action,0.0
Mission: Impossible III,PG-13,Paramount Pictures,Action,70.0
Miss Congeniality,PG-13,Warner Bros.,Comedy,41.0
The Missing,R,Sony Pictures,Western,59.0
Mighty Joe Young,PG,Walt Disney Pictures,Adventure,52.0
The Majestic,PG,Warner Bros.,Drama,41.0
Martin Lawrence Live: RunTelDat,R,Paramount Pictures,Concert/Performance,0.0
Malibu's Most Wanted,PG-13,Warner Bros.,Comedy,30.0
Must Love Dogs,PG-13,Warner Bros.,Romantic Comedy,35.0
My Life Without Me,R,Sony Pictures,0,64.0
Mission to Mars,PG,Walt Disney Pictures,Adventure,24.0
MirrorMask,PG,Samuel Goldwyn Films,Drama,53.0
Mumford,R,Walt Disney Pictures,Comedy,55.0
Mindhunters,R,Miramax/Dimension,Thriller/Suspense,26.0
Captain Corelli's Mandolin,R,Miramax,Drama,29.0
Manderlay,Not Rated,IFC Films,Drama,0.0
Midnight in the Garden of Good and Evil,R,Warner Bros.,Drama,50.0
The Man in the Iron Mask,PG-13,MGM,Adventure,31.0
Monster-in-Law,PG-13,New Line,Comedy,16.0
Moonlight Mile,PG-13,Walt Disney Pictures,Drama,62.0
Mona Lisa Smile,PG-13,Sony Pictures,Drama,35.0
Monster's Ball,R,Lionsgate,Drama,85.0
MoliËre,PG-13,Sony Pictures Classics,Comedy,0.0
Molly,PG-13,MGM,0,14.0
Monster House,PG,Sony Pictures,Adventure,74.0
Mononoke-hime,PG-13,Miramax,Adventure,0.0
Monsoon Wedding,R,USA Films,Comedy,0.0
Monster,R,Newmarket Films,Drama,82.0
"Monsters, Inc.",G,Walt Disney Pictures,Adventure,95.0
Mondays in the Sun,R,0,0,0.0
Money Talks,R,New Line,Action,17.0
Moon,R,Sony Pictures Classics,Thriller/Suspense,0.0
Welcome to Mooseport,PG-13,20th Century Fox,Comedy,13.0
Morvern Callar,R,0,0,84.0
The Mothman Prophecies,PG-13,Sony Pictures,Thriller/Suspense,52.0
Moulin Rouge,PG-13,20th Century Fox,Musical,0.0
Me and Orson Welles,PG-13,Freestyle Releasing,Drama,84.0
Meet the Fockers,PG-13,Universal,Comedy,38.0
Meet the Parents,PG-13,Universal,Comedy,84.0
Mr. 3000,PG-13,Walt Disney Pictures,Comedy,55.0
The Miracle,PG,Walt Disney Pictures,Drama,0.0
Minority Report,PG-13,20th Century Fox,Action,91.0
The Fantastic Mr. Fox,PG,20th Century Fox,Adventure,0.0
Mr. Nice Guy,PG-13,New Line,Action,0.0
Mrs. Henderson Presents,R,Weinstein Co.,Comedy,66.0
Mortal Kombat: Annihilation,PG-13,New Line,Action,7.0
Marvin's Room,PG-13,Miramax,Drama,81.0
Miracle at St. Anna,R,Walt Disney Pictures,Drama,34.0
Mouse Hunt,PG,Dreamworks SKG,Comedy,0.0
Masked and Anonymous,PG-13,Sony Pictures,Drama,25.0
Miss Potter,PG,MGM,Drama,66.0
The Missing Person,0,Strand,0,0.0
Meet the Spartans,PG-13,20th Century Fox,Comedy,2.0
"Mystery, Alaska",R,Walt Disney Pictures,Comedy,37.0
Match Point,R,Dreamworks SKG,Thriller/Suspense,77.0
Mother and Child,R,0,0,0.0
A Mighty Heart,R,Paramount Vantage,Drama,78.0
Metropolis (2002),PG-13,Sony Pictures,Adventure,0.0
The Matrix Reloaded,R,Warner Bros.,Action,73.0
The Matrix Revolutions,R,Warner Bros.,Action,37.0
The Mudge Boy,R,Strand,Drama,0.0
Mulan,G,Walt Disney Pictures,Adventure,86.0
Mulholland Drive,R,Universal,Drama,81.0
The Mummy,PG-13,Universal,Adventure,54.0
The Mummy Returns,PG-13,Universal,Adventure,47.0
The Mummy: Tomb of the Dragon Emperor,PG-13,Universal,Adventure,13.0
Munich,R,Universal,Drama,78.0
Muppets From Space,G,Sony Pictures,Comedy,62.0
Murder by Numbers,R,Warner Bros.,Thriller/Suspense,31.0
The Muse,PG-13,October Films,Comedy,51.0
Night at the Museum,PG,20th Century Fox,Comedy,43.0
The Musketeer,PG-13,Universal,Adventure,10.0
Music and Lyrics,PG-13,Warner Bros.,Romantic Comedy,63.0
The Merchant of Venice,R,Sony Pictures Classics,Drama,0.0
Miami Vice,R,Universal,Action,47.0
Monsters vs. Aliens,PG,Paramount Pictures,Adventure,72.0
A Mighty Wind,PG-13,Warner Bros.,Comedy,88.0
The Mexican,R,Dreamworks SKG,Action,55.0
My Best Friend's Wedding,PG-13,Sony Pictures,Comedy,72.0
"Dude, Where's My Car?",PG-13,20th Century Fox,Comedy,19.0
My Dog Skip,PG,Warner Bros.,Drama,72.0
My Date With Drew,PG,DEJ Productions,Documentary,0.0
Me and You and Everyone We Know,R,IFC Films,Drama,82.0
My Favorite Martian,PG,Walt Disney Pictures,Comedy,13.0
My Fellow Americans,PG-13,Warner Bros.,Comedy,50.0
My Sister's Keeper,PG-13,Warner Bros.,Drama,48.0
My Summer of Love,R,Focus Features,Drama,0.0
The Mystery Men,PG,Universal,Comedy,0.0
Mystic River,R,Warner Bros.,Drama,87.0
Nacho Libre,PG,Paramount Pictures,Comedy,40.0
Narc,R,Paramount Pictures,Thriller/Suspense,83.0
The Chronicles of Narnia: Prince Caspian,PG,Walt Disney Pictures,Adventure,67.0
National Treasure,PG,Walt Disney Pictures,Adventure,44.0
The Nativity Story,PG,New Line,Drama,37.0
Never Back Down,PG-13,Summit Entertainment,Action,23.0
Into the Blue,PG-13,Sony Pictures,Adventure,21.0
Shinjuku Incident,R,Sony Pictures Classics,0,0.0
No Country for Old Men,R,Miramax,Action,95.0
The Incredibles,PG,Walt Disney Pictures,Adventure,97.0
The Negotiator,R,Warner Bros.,Action,81.0
A Nightmare on Elm Street,R,Warner Bros.,Horror,13.0
Not Easily Broken,PG-13,Sony Pictures,Drama,35.0
The New Guy,PG-13,Sony Pictures,Comedy,7.0
The Newton Boys,PG-13,20th Century Fox,Drama,61.0
The Next Best Thing,PG-13,Paramount Pictures,Drama,19.0
Northfork,PG-13,Paramount Vantage,Drama,57.0
In Good Company,PG-13,Universal,Comedy,84.0
Notting Hill,PG-13,Universal,Romantic Comedy,82.0
Little Nicky,PG-13,New Line,Comedy,21.0
Nicholas Nickleby,PG,United Artists,Drama,77.0
Nim's Island,PG,20th Century Fox,Adventure,50.0
Ninja Assassin,R,Warner Bros.,Action,25.0
The Ninth Gate,R,Artisan,Thriller/Suspense,0.0
Never Let Me Go,0,Fox Searchlight,Drama,62.0
Lucky Numbers,R,Paramount Pictures,Comedy,23.0
Night at the Museum: Battle of the Smithsonian,PG,20th Century Fox,Comedy,0.0
Nick and Norah's Infinite Playlist,PG-13,Sony Pictures,Drama,73.0
Notorious,R,Fox Searchlight,Drama,50.0
No End In Sight,Not Rated,Magnolia Pictures,Documentary,94.0
Nomad,R,Weinstein Co.,Drama,0.0
No Man's Land,R,MGM,Drama,93.0
No Reservations,PG,Warner Bros.,Romantic Comedy,40.0
The Notebook,PG-13,New Line,Drama,52.0
November,R,Sony Pictures Classics,Drama,0.0
Novocaine,R,Artisan,Comedy,37.0
Nowhere in Africa,R,Zeitgeist,Drama,0.0
Napoleon Dynamite,PG,Fox Searchlight,Comedy,70.0
North Country,R,Warner Bros.,Drama,69.0
The Namesake,PG-13,Fox Searchlight,Drama,0.0
Inside Deep Throat,NC-17,Universal,Documentary,0.0
Intolerable Cruelty,PG-13,Universal,Romantic Comedy,75.0
The Interpreter,PG-13,Universal,Thriller/Suspense,58.0
The Night Listener,R,Miramax,Drama,40.0
The International,R,Sony Pictures,Thriller/Suspense,59.0
The Number 23,R,New Line,Thriller/Suspense,8.0
Nurse Betty,R,USA Films,Black Comedy,84.0
Jimmy Neutron: Boy Genius,G,Paramount Pictures,Adventure,0.0
Nutty Professor II: The Klumps,PG-13,Universal,Comedy,0.0
Never Again,R,0,Romantic Comedy,0.0
Finding Neverland,PG,Miramax,Drama,82.0
Into the Wild,R,Paramount Vantage,Drama,82.0
The New World,PG-13,New Line,Adventure,60.0
Nochnoy dozor,Not Rated,Fox Searchlight,Action,0.0
New York Minute,PG,Warner Bros.,Comedy,11.0
The Object of my Affection,R,20th Century Fox,Romantic Comedy,50.0
Orange County,PG-13,Paramount Pictures,Comedy,47.0
Ocean's Eleven,PG-13,Warner Bros.,Comedy,81.0
Ocean's Twelve,PG-13,Warner Bros.,Adventure,55.0
Ocean's Thirteen,PG-13,Warner Bros.,Adventure,70.0
Oceans,G,Walt Disney Pictures,Documentary,0.0
Office Space,R,Miramax,Black Comedy,80.0
White Oleander,PG-13,Warner Bros.,Drama,69.0
The Omen,R,20th Century Fox,Horror,26.0
Any Given Sunday,R,Warner Bros.,Drama,49.0
Once,R,Fox Searchlight,Drama,97.0
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,PG-13,Miramax,Documentary,82.0
One Hour Photo,R,Fox Searchlight,Drama,81.0
One True Thing,R,Universal,Drama,88.0
Ong-Bak 2,R,Magnolia Pictures,Action,0.0
On the Line,PG,Miramax,Romantic Comedy,18.0
One Night with the King,PG,Rocky Mountain Pictures,Drama,16.0
Opal Dreams,PG,Strand,Drama,0.0
Open Season,PG,Sony Pictures,Adventure,47.0
Open Water,R,Lionsgate,Thriller/Suspense,0.0
Open Range,R,Walt Disney Pictures,Western,79.0
The Order,R,20th Century Fox,Thriller/Suspense,0.0
Orgazmo,NC-17,October Films,Comedy,0.0
Original Sin,R,MGM,Thriller/Suspense,12.0
Osama,PG-13,MGM,Drama,0.0
Oscar and Lucinda,R,Fox Searchlight,Drama,65.0
Old School,R,Dreamworks SKG,Comedy,60.0
Osmosis Jones,PG,Warner Bros.,Comedy,54.0
American Outlaws,PG-13,Warner Bros.,Western,13.0
Oliver Twist,PG-13,Sony/TriStar,Drama,59.0
Out Cold,PG-13,Walt Disney Pictures,Comedy,8.0
Outlander,R,Third Rail,Adventure,0.0
Out of Sight,R,Universal,Drama,93.0
Out of Time,PG-13,MGM,Thriller/Suspense,65.0
The Out-of-Towners,PG-13,Paramount Pictures,Comedy,24.0
Owning Mahowny,R,Sony Pictures Classics,Drama,78.0
The Pacifier,PG,Walt Disney Pictures,Comedy,20.0
El Laberinto del Fauno,R,Picturehouse,Horror,0.0
The Passion of the Christ,R,Newmarket Films,Drama,50.0
Patch Adams,PG-13,Universal,Comedy,24.0
Payback,R,Paramount Pictures,Action,51.0
Paycheck,PG-13,Paramount Pictures,Thriller/Suspense,28.0
Max Payne,PG-13,20th Century Fox,Action,17.0
The Princess Diaries 2: Royal Engagement,G,Walt Disney Pictures,Romantic Comedy,0.0
The Princess Diaries,G,Walt Disney Pictures,Comedy,46.0
The Peacemaker,R,Dreamworks SKG,Action,45.0
Peter Pan,PG,Universal,Adventure,76.0
People I Know,R,Miramax,0,0.0
Perrier's Bounty,R,0,0,0.0
A Perfect Getaway,R,Universal,Thriller/Suspense,60.0
Phat Girlz,PG-13,Fox Searchlight,Romantic Comedy,23.0
Poolhall Junkies,R,Gold Circle Films,Drama,0.0
The Phantom of the Opera,PG-13,Warner Bros.,Musical,33.0
Phone Booth,R,20th Century Fox,Thriller/Suspense,71.0
The Pianist,R,Focus Features,Drama,0.0
The Pink Panther,PG,Sony Pictures,Comedy,22.0
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,Walt Disney Pictures,Adventure,0.0
Pirates of the Caribbean: Dead Man's Chest,PG-13,Walt Disney Pictures,Adventure,54.0
Pirates of the Caribbean: At World's End,PG-13,Walt Disney Pictures,Adventure,45.0
The Chronicles of Riddick,PG-13,Universal,Adventure,29.0
Pitch Black,R,USA Films,Horror,55.0
Play it to the Bone,R,Walt Disney Pictures,Comedy,0.0
Screwed,PG-13,Universal,Comedy,13.0
Percy Jackson & the Olympians: The Lightning Thief,PG,20th Century Fox,Adventure,50.0
"Paris, je t'aime",R,First Look,Drama,0.0
Princess Kaiulani,PG,Roadside Attractions,Drama,0.0
Lake Placid,R,20th Century Fox,Thriller/Suspense,38.0
The Back-up Plan,PG-13,CBS Films,Romantic Comedy,20.0
The Pledge,R,Warner Bros.,Drama,77.0
Proof of Life,R,Warner Bros.,Action,39.0
Pollock,R,Sony Pictures Classics,Drama,82.0
Planet of the Apes,PG-13,20th Century Fox,Adventure,44.0
Please Give,R,Sony Pictures Classics,0,88.0
Planet 51,PG,Sony Pictures,Adventure,22.0
The Adventures of Pluto Nash,PG-13,Warner Bros.,Comedy,6.0
The Players Club,R,New Line,Drama,27.0
Paranormal Activity,R,Paramount Pictures,Horror,82.0
The Pineapple Express,R,Sony Pictures,Comedy,0.0
Pinocchio,G,Miramax,Adventure,0.0
Pandaemonium,PG-13,0,0,0.0
Pandorum,R,Overture Films,Horror,28.0
The Punisher,R,Lionsgate,Action,30.0
Pokemon 2000,G,Warner Bros.,Adventure,0.0
Pokemon 3: The Movie,G,Warner Bros.,Adventure,23.0
The Polar Express,G,Warner Bros.,Adventure,56.0
Along Came Polly,PG-13,Universal,Romantic Comedy,26.0
Gake no ue no Ponyo,G,Walt Disney Pictures,Adventure,0.0
Pootie Tang,PG-13,Paramount Pictures,Comedy,27.0
Poseidon,PG-13,Warner Bros.,Adventure,33.0
Possession,PG-13,Focus Features,Drama,64.0
Peter Pan: Return to Neverland,G,Walt Disney Pictures,Adventure,46.0
Practical Magic,PG-13,Warner Bros.,Comedy,21.0
The Devil Wears Prada,PG-13,20th Century Fox,Comedy,75.0
The Boat That Rocked,R,Focus Features,Comedy,0.0
Paparazzi,PG-13,20th Century Fox,Thriller/Suspense,18.0
Primary Colors,R,Universal,Comedy,80.0
Precious (Based on the Novel Push by Sapphire),R,Lionsgate,Drama,0.0
Pride and Glory,R,Warner Bros.,Drama,34.0
Pride and Prejudice,PG,Focus Features,Drama,85.0
The Road to Perdition,R,Dreamworks SKG,Drama,0.0
Predators,R,20th Century Fox,Action,63.0
Prefontaine,PG-13,Walt Disney Pictures,Drama,62.0
Perfume: The Story of a Murderer,R,Paramount Pictures,Drama,58.0
The Prince & Me,PG,Paramount Pictures,Romantic Comedy,0.0
The Perfect Man,PG,Universal,Romantic Comedy,5.0
The Pursuit of Happyness,PG-13,Sony Pictures,Drama,66.0
Primer,PG-13,ThinkFilm,Drama,0.0
Pearl Harbor,PG-13,Walt Disney Pictures,Action,26.0
Premonition,PG-13,Sony Pictures,Thriller/Suspense,8.0
The Prince of Egypt,PG,Dreamworks SKG,Adventure,79.0
The Producers: The Movie Musical,PG-13,Universal,Musical,0.0
